labels,sentences
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p40/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p400/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p401/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p402/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p403/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p404/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p405/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p406/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p407/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p408/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p409/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p41/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p410/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p411/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p412/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p413/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p414/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p415/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p416/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p417/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p418/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p419/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p42/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p420/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p421/image_10.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p422/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p423/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p424/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p425/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p426/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p427/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p428/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p429/image_8.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p43/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p430/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p431/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p432/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p433/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p434/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p435/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p436/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p437/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p438/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p439/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p44/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p440/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p441/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p442/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p443/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p444/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p445/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p446/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p447/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p448/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p449/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p45/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p450/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p451/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p452/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p453/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p454/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p455/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p456/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p457/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p458/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p459/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p46/image_9.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p460/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p461/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p462/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p463/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p464/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p465/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p466/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p467/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p468/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p469/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p47/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p470/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p471/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p472/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p473/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p474/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p475/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p476/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p477/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p478/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p479/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p48/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p480/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p481/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p482/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p483/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p484/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p485/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p486/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p487/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p488/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p489/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p49/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p490/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p491/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p492/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p493/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p494/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p495/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p496/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p497/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p498/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p499/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p5/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p50/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p500/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p501/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p502/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p503/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p504/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p505/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p506/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p507/image_8.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p508/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p509/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p51/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p510/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p511/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p512/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p513/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p514/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p515/image_14.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p516/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p517/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p518/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p519/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p52/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p520/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p521/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p522/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p523/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p524/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p525/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p526/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p527/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p528/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p529/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p53/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p530/image_8.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p531/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p532/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p533/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p534/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p535/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p536/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p537/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p538/image_7.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p539/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p54/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p540/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p541/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p542/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p543/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p544/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p545/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p546/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p547/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p548/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p549/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p55/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p550/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p551/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p552/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p553/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p554/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p555/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p556/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p557/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p558/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p559/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p56/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p560/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p561/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p562/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p563/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p564/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p565/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p566/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p567/image_10.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p568/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p569/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p57/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p570/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p571/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p572/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p573/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p574/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p575/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p576/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p577/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p578/image_7.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p579/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p58/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p580/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p581/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p582/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p583/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p584/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p585/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p586/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p587/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p588/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p589/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p59/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p590/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p591/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p592/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p593/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p594/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p595/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p596/image_12.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p597/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p598/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p599/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p6/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p60/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p600/image_9.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p601/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p602/image_7.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p603/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p604/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p605/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p606/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p607/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p608/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p609/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p61/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p610/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p611/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p612/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p613/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p614/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p615/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p616/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p617/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p618/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p619/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p62/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p620/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p621/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p622/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p623/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p624/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p625/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p626/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p627/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p628/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p629/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p63/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p630/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p631/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p632/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p633/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p634/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p635/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p636/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p637/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p638/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p639/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p64/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p640/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p641/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p642/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p643/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p644/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p645/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p646/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p647/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p648/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p649/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p65/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p650/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p651/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p652/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p653/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p654/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p655/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p656/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p657/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p658/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p659/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p66/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p660/image_9.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p661/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p662/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p663/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p664/image_7.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p665/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p666/image_11.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p667/image_9.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p668/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p669/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p67/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p670/image_11.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p671/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p672/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p673/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p674/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p675/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p676/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p677/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p678/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p679/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p68/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p680/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p681/image_8.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p682/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p683/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p684/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p685/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p686/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p687/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p688/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p689/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p69/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p690/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p691/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p692/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p693/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p694/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p695/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p696/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p697/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p698/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p699/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p7/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p70/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p700/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p701/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p702/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p703/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p704/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p705/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p706/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p707/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p708/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p709/image_11.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p71/image_7.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p710/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p711/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p712/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p713/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p714/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p715/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p716/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p717/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p718/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p719/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p72/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p720/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p721/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p722/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p723/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p724/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p725/cover.jpg
